partner_id,earnings_weekly,trip_count_monthly,avg_rating_last_90_days,cancellation_rate,zone,job_type,age,gender,rent_paid_last_12_months,utility_paid_last_12,app_logins_last_30_days,complaints_last_6_months,outstanding_loans
GIG2276,4753.999346950609,109,4.52,0.24318793378204526,Semi-Urban,Freelancer,28,Male,12,10,30,0,48536.24013223664
GIG2277,4080.0,100,4.84,0.02409796927291588,Rural,Ride-sharing,33,Female,12,11,39,1,40568.97595753255
GIG2278,5140.8,136,4.94,0.021624046035716656,Semi-Urban,Delivery,34,Female,9,12,36,0,42929.321344096985
GIG2279,5203.025827460375,111,4.9,0.17144144374934986,Semi-Urban,Freelancer,58,Male,11,9,22,0,43592.73187676097
GIG2280,6770.400000000001,124,4.57,0.3351057282319554,Urban,Ride-sharing,39,Male,10,12,28,1,54647.93470705116
GIG2281,5585.400000000001,107,4.83,0.09673911502553907,Semi-Urban,Delivery,45,Female,9,12,25,1,45698.75194183373
GIG2282,5969.6,112,4.88,0.17410627429515893,Urban,Ride-sharing,33,Male,12,10,35,0,48655.512779691024
GIG2283,3977.6000000000004,113,4.34,0.3072192044971071,Rural,Ride-sharing,21,Female,12,9,31,0,35630.32431777375
GIG2284,5783.400000000001,119,4.11,0.27058688287876015,Semi-Urban,Delivery,34,Male,12,11,39,1,45889.903868535606
GIG2285,6921.2,121,4.87,0.0963775667459029,Urban,Ride-sharing,59,Female,10,10,26,0,76863.8878614938
GIG2286,4876.0,115,5.0,0.02909499494776943,Rural,Ride-sharing,57,Female,12,11,33,0,40714.929298818424
GIG2287,7788.0,132,4.44,0.2534255331251669,Semi-Urban,Ride-sharing,49,Female,12,12,37,0,68492.07725913361
GIG2288,5292.501021387936,125,5.0,0.051000854700782895,Rural,Freelancer,30,Female,12,9,30,0,69424.24657155715
GIG2289,5544.9019628403485,107,4.89,0.0766765349321587,Urban,Freelancer,41,Female,12,11,37,1,47902.967873808986
GIG2290,5828.9400000000005,106,4.52,0.26004738662840243,Urban,Delivery,32,Female,11,12,23,0,54985.933064129444
GIG2291,5382.0,117,4.84,0.11506460244327603,Semi-Urban,Ride-sharing,21,Male,8,9,15,0,38497.616240516254
GIG2292,6336.0,128,5.0,0.1555847154288071,Semi-Urban,Delivery,29,Male,9,9,40,0,49721.02099419651
GIG2293,9877.4,131,4.96,0.10340893951689135,Urban,Ride-sharing,56,Male,8,10,24,0,74278.45337131037
GIG2294,5472.0,114,4.79,0.08973484039372252,Semi-Urban,Ride-sharing,24,Female,11,11,31,0,37515.48377677354
GIG2295,5494.0,134,4.73,0.16303937178043737,Semi-Urban,Ride-sharing,20,Female,8,11,43,0,42551.273218749804
GIG2296,8234.46,138,4.94,0.16115109559864801,Urban,Delivery,47,Female,10,12,27,0,61914.324044977606
GIG2297,8187.553962208206,126,4.89,0.078279575489768,Urban,Freelancer,41,Female,8,11,35,0,83705.94016172182
GIG2298,6103.89,111,4.84,0.16873522877941174,Urban,Delivery,38,Male,9,11,29,0,45659.48219852462
GIG2299,4192.090895719311,132,4.74,0.14189285253870346,Semi-Urban,Freelancer,50,Female,12,12,33,0,41849.46292674066
GIG2300,8276.580000000002,131,4.92,0.0838449342762877,Urban,Delivery,43,Male,12,10,30,0,69441.52628265061
GIG2301,4199.040000000001,108,4.99,0.01093222531460291,Rural,Delivery,32,Female,9,11,36,1,35232.05510006673
GIG2302,7107.75,135,4.76,0.04903561402851531,Urban,Delivery,50,Male,8,11,24,0,51665.29754878707
GIG2303,3968.0,124,5.0,0.0869207383243368,Rural,Ride-sharing,56,Female,9,9,37,0,51038.56902046162
GIG2304,6630.0,100,4.46,0.17084278089929147,Urban,Ride-sharing,28,Male,9,11,28,1,55199.55940820067
GIG2305,8360.300000000001,109,5.0,0.03842859041280563,Urban,Ride-sharing,57,Male,9,9,26,0,68825.4218987682
GIG2306,6928.740000000001,126,4.96,0.07870493682590536,Urban,Delivery,54,Male,8,11,24,0,69779.23267082254
GIG2307,9196.2,131,4.77,0.11923498744539532,Urban,Ride-sharing,35,Female,9,12,28,0,71305.4768478594
GIG2308,5247.0,110,5.0,0.013506227700257214,Semi-Urban,Delivery,22,Male,12,9,33,0,40545.87287245208
GIG2309,4831.2,122,5.0,0.03477106584063094,Rural,Delivery,23,Male,9,9,32,0,39734.992750850324
GIG2310,4992.0,120,4.74,0.102429108682325,Rural,Ride-sharing,39,Female,11,11,33,0,46932.76730789204
GIG2311,6433.83,117,4.32,0.2124385320379879,Urban,Delivery,54,Male,9,10,32,1,53132.190026354096
GIG2312,5345.280000000001,128,4.68,0.14484421831888594,Rural,Delivery,41,Male,12,11,32,1,55090.889415606915
GIG2313,5058.589745620124,112,5.0,0.020552713249198953,Rural,Freelancer,40,Female,12,11,32,0,56214.53959062814
GIG2314,5842.2,107,4.41,0.3163421768391433,Urban,Ride-sharing,45,Female,11,9,23,0,44530.82019528859
GIG2315,6233.76,111,4.86,0.09701865201853573,Urban,Delivery,41,Male,10,10,37,0,50936.620799345
GIG2316,7137.0,122,4.89,0.1218904604969338,Urban,Delivery,20,Male,11,12,26,0,56641.22519299621
GIG2317,4492.8,130,4.55,0.16062370640510215,Rural,Delivery,24,Female,12,12,29,0,30602.035180391624
GIG2318,8634.6,123,4.69,0.12030050861995768,Urban,Ride-sharing,59,Male,10,11,33,0,71880.7959898531
GIG2319,7690.8,116,4.94,0.11033552631878547,Urban,Ride-sharing,55,Female,10,11,20,0,59292.7052583145
GIG2320,6177.6,132,4.83,0.13906852939081593,Urban,Delivery,53,Female,9,11,36,0,44993.88184571335
GIG2321,4588.979266034067,122,4.97,0.050575711076705596,Rural,Freelancer,56,Male,12,11,28,0,66589.13329811473
GIG2322,6432.0,134,4.5,0.12633802901791058,Semi-Urban,Ride-sharing,35,Male,10,11,36,0,57395.33513704164
GIG2323,7328.880000000001,108,4.3,0.061992266254451395,Urban,Delivery,25,Male,12,11,25,0,57974.16841037623
GIG2324,8592.47984679074,111,5.0,0.056714047030484174,Urban,Freelancer,21,Female,9,11,27,0,76495.83590183832
GIG2325,9126.0,135,4.93,0.013568216302011714,Urban,Ride-sharing,30,Male,12,10,42,0,72044.94246301806
GIG2326,4920.4800000000005,134,5.0,0.060940768694427466,Rural,Delivery,36,Male,10,10,25,0,47448.200318086936
GIG2327,8151.0,114,5.0,0.09378911306879487,Urban,Ride-sharing,40,Male,11,12,30,0,70682.12140063761
GIG2328,7566.415529767892,110,4.69,0.1756438772526157,Urban,Freelancer,29,Male,12,10,32,0,79875.04640534229
GIG2329,5494.5,111,4.93,0.061132340036468655,Semi-Urban,Delivery,28,Male,11,11,34,0,39589.31973092811
GIG2330,6039.8,101,4.66,0.12203212733710307,Urban,Ride-sharing,44,Female,10,9,25,0,44019.70385127878
GIG2331,6154.400000000001,157,4.98,0.19661695417799657,Rural,Ride-sharing,37,Male,8,10,29,0,57071.52792620101
GIG2332,7568.810409559015,119,4.58,0.2637283541863881,Urban,Freelancer,41,Female,11,11,37,0,72524.34352933562
GIG2333,6396.0,120,4.85,0.04059570928970791,Urban,Ride-sharing,20,Male,11,10,33,0,47281.23408787056
GIG2334,6851.52,122,4.28,0.24827161848031468,Urban,Delivery,58,Male,11,9,27,0,60651.92615192826
GIG2335,4655.0,95,4.86,0.08063024125095504,Semi-Urban,Ride-sharing,25,Female,8,9,30,0,34925.594342343255
GIG2336,4970.136739542411,118,4.96,0.060077985504912536,Semi-Urban,Freelancer,37,Male,9,12,28,0,45223.37188798398
GIG2337,6097.679898640957,119,4.98,0.09141514926931059,Rural,Freelancer,28,Male,8,10,32,0,79592.73126395806
GIG2338,8153.6,112,5.0,0.03602161911154835,Urban,Ride-sharing,38,Male,8,10,33,0,56094.374509629895
GIG2339,4300.228629235684,127,4.59,0.09006236146589476,Rural,Freelancer,28,Female,10,10,34,1,50513.236809974
GIG2340,3643.2000000000003,115,5.0,0.08171466695332245,Rural,Delivery,50,Male,9,10,18,0,30700.532144633195
GIG2341,8821.279664090185,124,4.73,0.10611723587691652,Urban,Freelancer,56,Female,10,11,31,0,91043.78537959351
GIG2342,6289.92,128,4.98,0.09429054881857299,Urban,Delivery,20,Female,9,11,30,0,37398.72040530383
GIG2343,6223.374779218184,108,4.87,0.03983160797199754,Semi-Urban,Freelancer,38,Female,12,11,21,0,60902.29651999586
GIG2344,6916.0,133,4.7,0.14739941778854893,Urban,Ride-sharing,49,Male,11,12,21,0,54044.44687387297
GIG2345,6010.830333467725,129,5.0,0.059859304988606005,Urban,Freelancer,49,Female,12,12,25,0,58650.12108413252
GIG2346,6268.187710908632,104,4.77,0.027889589827335096,Urban,Freelancer,45,Female,12,9,26,0,68323.63819043116
GIG2347,5390.0,110,5.0,0.055284522523712014,Semi-Urban,Ride-sharing,27,Male,10,11,30,0,46919.58149159178
GIG2348,4389.12,127,4.85,0.12886583149643505,Rural,Delivery,39,Female,9,12,36,1,39933.926970752414
GIG2349,6211.2352832648185,134,4.71,0.04831922426467171,Rural,Freelancer,42,Male,12,11,26,0,75188.42102909485
GIG2350,4365.0,97,4.89,0.029154955473729736,Semi-Urban,Ride-sharing,27,Male,9,10,30,0,39992.373548415766
GIG2351,6496.0,140,4.6,0.09300887127813506,Rural,Ride-sharing,51,Male,11,10,30,1,49898.14239517451
GIG2352,6652.194464103561,116,4.94,0.09509523991924373,Semi-Urban,Freelancer,34,Female,8,10,27,0,70017.26041974183
GIG2353,8563.054255098465,127,4.76,0.08602149953174758,Urban,Freelancer,51,Male,10,10,30,0,80887.4376020112
GIG2354,6720.0,120,4.93,0.06433949128958968,Semi-Urban,Ride-sharing,22,Male,9,12,27,0,39914.85559224317
GIG2355,4680.0,104,4.49,0.13024383403104905,Semi-Urban,Delivery,28,Male,12,10,33,0,42747.828439030556
GIG2356,5241.6,112,5.0,0.08661161585725956,Urban,Delivery,35,Female,11,11,39,0,41267.654397488324
GIG2357,6316.7,113,4.84,0.04694533563899034,Urban,Ride-sharing,32,Female,10,9,27,0,47452.26875418263
GIG2358,4743.360000000001,122,5.0,0.05818115428641243,Rural,Delivery,40,Female,11,10,27,0,42908.11010321914
GIG2359,6325.02,102,4.88,0.25584222724142397,Urban,Delivery,25,Male,8,9,27,0,49601.94849166306
GIG2360,7987.200000000001,128,4.75,0.059815896930674135,Urban,Ride-sharing,27,Female,8,11,33,1,58026.72218950427
GIG2361,6559.549393118883,110,4.85,0.1667814124528046,Urban,Freelancer,41,Male,8,12,30,0,64292.508151894486
GIG2362,9014.496034987213,140,4.78,0.10231420970385463,Semi-Urban,Freelancer,41,Male,9,11,29,0,103063.01218274134
GIG2363,5198.400000000001,114,4.59,0.2143516387580644,Rural,Ride-sharing,55,Male,9,10,31,1,54980.57812414227
GIG2364,4791.6,121,4.95,0.10683866491806203,Semi-Urban,Delivery,28,Female,12,12,26,0,30348.44089890601
GIG2365,8065.200000000001,132,4.85,0.12673814350898593,Urban,Ride-sharing,58,Male,11,11,39,0,52718.541228133196
GIG2366,3880.0,97,4.64,0.1801415104324717,Semi-Urban,Ride-sharing,38,Male,12,10,33,0,23198.367721036746
GIG2367,7491.900000000001,113,5.0,0.019180662087688784,Urban,Ride-sharing,20,Male,12,10,27,0,59645.181049733575
GIG2368,11597.229886018273,122,4.61,0.0593905934975333,Urban,Freelancer,58,Female,11,11,33,0,120505.81089828054
GIG2369,7685.2187415748485,135,4.52,0.14058408796927024,Urban,Freelancer,28,Male,12,12,27,0,90738.40084121012
GIG2370,5773.95,105,4.51,0.1388976504734249,Urban,Delivery,51,Male,8,11,22,0,43553.15801161404
GIG2371,5328.0,111,4.58,0.20396124658261353,Semi-Urban,Ride-sharing,59,Male,10,10,23,0,36439.431382030976
GIG2372,7938.45,115,4.4,0.2598489823270464,Urban,Delivery,42,Female,9,12,19,0,58487.47693277786
GIG2373,6554.0,113,4.79,0.08395366005012292,Semi-Urban,Ride-sharing,47,Female,9,12,42,0,49335.052442810054
GIG2374,8879.26510206205,127,4.63,0.01806653982419076,Urban,Freelancer,45,Female,8,12,24,0,100779.20969852152
GIG2375,5863.0,110,4.85,0.10646205592155042,Urban,Ride-sharing,46,Male,9,11,22,0,52631.663999579825
GIG2376,7468.160987976798,126,4.89,0.042390426212701594,Urban,Freelancer,35,Female,12,11,25,0,86263.66737283612
GIG2377,5431.733806282638,108,4.61,0.10532377074699376,Urban,Freelancer,52,Male,8,12,24,0,61858.00223971658
GIG2378,6898.826390960118,126,4.64,0.040344911491489326,Rural,Freelancer,28,Female,9,10,30,0,88345.28175945907
GIG2379,4455.360000000001,119,4.72,0.04835907271438849,Rural,Delivery,47,Female,10,9,23,0,40145.122316651126
GIG2380,4672.8,99,4.79,0.05271859222505372,Rural,Ride-sharing,55,Male,12,10,27,0,38132.27824180828
GIG2381,4727.52,134,4.62,0.1121128496066893,Rural,Delivery,27,Male,9,9,26,0,45905.336638287125
GIG2382,4995.0,111,4.77,0.2176726802023012,Semi-Urban,Ride-sharing,52,Female,8,11,41,0,34714.70685892364
GIG2383,5289.0,123,4.8,0.12340763333280462,Semi-Urban,Ride-sharing,27,Male,11,10,34,0,46186.32918367051
GIG2384,7716.8,106,4.95,0.03297602569330187,Urban,Ride-sharing,33,Female,10,10,31,0,56572.28332167724
GIG2385,5370.3,102,4.77,0.13867406740092844,Urban,Delivery,42,Female,8,11,31,0,34280.15989126873
GIG2386,7325.5,115,4.84,0.0957637567599449,Urban,Ride-sharing,26,Male,11,9,30,0,64454.4720247795
GIG2387,5160.0,129,4.64,0.19141412392348897,Semi-Urban,Ride-sharing,27,Male,10,10,27,0,45933.09072481783
GIG2388,8685.300000000001,131,4.72,0.0867512151243544,Urban,Ride-sharing,43,Male,10,9,35,0,70002.18819689826
GIG2389,7457.490230011614,122,4.71,0.04352562482317363,Urban,Freelancer,34,Male,11,10,31,0,85095.41197981688
GIG2390,7736.040000000001,116,5.0,0.026759577662332945,Urban,Delivery,40,Female,8,11,34,0,66007.07140281299
GIG2391,4674.0,114,4.98,0.13064048356660468,Semi-Urban,Ride-sharing,21,Female,8,9,35,0,36342.94151773212
GIG2392,5852.34,122,4.82,0.008209081104768015,Urban,Delivery,57,Female,12,11,30,0,52162.88994217043
GIG2393,6435.0,110,4.67,0.050093466965576344,Urban,Delivery,36,Female,11,12,30,0,40802.49688881771
GIG2394,4798.080000000001,119,4.95,0.15686497145121042,Rural,Delivery,23,Female,11,10,37,0,49535.948095911306
GIG2395,6425.1,121,4.39,0.19496845556524364,Semi-Urban,Delivery,38,Female,8,9,25,0,44950.40953945112
GIG2396,7581.6,120,4.92,0.16113805436517026,Urban,Delivery,51,Male,8,10,35,0,70199.31576865488
GIG2397,6381.18,101,4.5,0.11012277381097468,Urban,Delivery,22,Female,10,10,26,1,52700.23582316432
GIG2398,4605.3,119,4.91,0.07306832942493183,Semi-Urban,Delivery,50,Male,8,9,36,0,36949.17209468878
GIG2399,3985.2000000000003,123,5.0,0.0780236542324371,Rural,Delivery,57,Female,9,10,22,0,39641.2074358663
GIG2400,5350.0,107,4.66,0.06404958931980728,Semi-Urban,Ride-sharing,41,Male,12,11,25,0,32240.158624071246
GIG2401,4212.0,117,4.57,0.11649160068279851,Rural,Delivery,33,Male,11,10,31,0,42831.73085570764
GIG2402,9560.30576148573,109,4.86,0.16730317365451391,Urban,Freelancer,48,Male,11,11,34,0,92956.44342567775
GIG2403,7207.2,112,5.0,0.03348552229744039,Urban,Delivery,29,Female,12,11,35,0,56154.24929773175
GIG2404,4651.2,102,5.0,0.01880582220021656,Rural,Ride-sharing,28,Male,9,11,27,0,38442.3540875133
GIG2405,5400.0,120,4.49,0.1977452229234409,Semi-Urban,Ride-sharing,25,Female,12,12,32,2,50756.38029863835
GIG2406,4474.400000000001,119,4.36,0.2053737404824222,Rural,Ride-sharing,52,Male,8,11,25,0,54835.9742021443
GIG2407,5610.0,102,4.82,0.03779274543641915,Semi-Urban,Ride-sharing,52,Male,9,9,23,0,46492.953489413005
GIG2408,6236.1,117,5.0,0.07896586708922428,Urban,Ride-sharing,45,Male,9,9,26,1,60727.420603098144
GIG2409,4392.0,122,4.61,0.05702007980565665,Rural,Ride-sharing,32,Male,8,9,27,0,31013.156115874062
GIG2410,5834.400000000001,102,4.59,0.048300981012835975,Urban,Ride-sharing,52,Female,9,11,32,0,46140.28998069381
GIG2411,6107.400000000001,116,4.76,0.12514496889104407,Urban,Delivery,23,Male,10,10,26,0,46264.87042308269
GIG2412,4995.0,111,4.54,0.14630438613403385,Semi-Urban,Ride-sharing,46,Female,10,10,25,0,39591.93446629149
GIG2413,4860.8,124,4.46,0.07765233352112871,Rural,Ride-sharing,32,Male,11,10,35,1,52503.939886989196
GIG2414,7484.1,101,4.8,0.15149518180812183,Urban,Ride-sharing,21,Female,12,12,32,0,58095.900617263644
GIG2415,5850.0,125,4.75,0.21540742412900388,Urban,Delivery,36,Male,10,12,28,1,43449.51150314754
GIG2416,4575.6,124,4.9,0.06872794364454657,Semi-Urban,Delivery,25,Female,12,11,16,1,27241.499191168838
GIG2417,8352.630000000001,121,4.49,0.17515262081892352,Urban,Delivery,36,Male,12,9,33,0,61861.29319656576
GIG2418,6921.2,121,4.64,0.13242392459439536,Urban,Ride-sharing,29,Male,11,9,21,1,52180.893766614085
GIG2419,4573.8,121,4.81,0.16068023611487592,Semi-Urban,Delivery,59,Male,8,12,25,0,33504.03019481592
GIG2420,5948.28,124,5.0,0.06578628868762552,Urban,Delivery,57,Female,12,9,24,0,50931.168834765886
GIG2421,4285.258355860871,138,4.89,0.07286017356529634,Rural,Freelancer,57,Female,11,11,27,0,65517.66859816357
GIG2422,4492.8,108,4.55,0.13252562547069285,Rural,Ride-sharing,28,Male,11,9,24,1,55250.940187242966
GIG2423,6877.0,115,4.85,0.038364784431991844,Urban,Ride-sharing,54,Female,11,10,30,0,49518.35051368064
GIG2424,7716.020962246568,128,5.0,0.07279932869949357,Urban,Freelancer,40,Female,11,10,23,0,67593.72660263132
GIG2425,3916.8,96,4.7,0.043098010266875375,Rural,Ride-sharing,20,Male,8,10,42,0,33721.86452642146
GIG2426,5680.0,142,5.0,0.12210526725851259,Semi-Urban,Ride-sharing,59,Male,9,10,27,1,48818.893971143734
GIG2427,6475.95,123,4.78,0.19863406145269194,Urban,Delivery,41,Female,12,11,19,0,46253.16638018637
GIG2428,6307.0,119,4.66,0.06362400904513399,Semi-Urban,Ride-sharing,59,Male,11,10,28,0,57700.13769175766
GIG2429,3674.88,116,5.0,0.16229540263357833,Rural,Delivery,23,Female,10,10,29,0,32182.23936616919
GIG2430,4900.5,121,4.7,0.19182863890383092,Semi-Urban,Delivery,32,Male,8,10,31,1,38153.87425666597
GIG2431,5224.5,129,4.99,0.07221130119131544,Semi-Urban,Delivery,27,Female,8,12,31,0,43888.696754946395
GIG2432,3430.801269969432,109,4.73,0.13137703852994684,Semi-Urban,Freelancer,35,Male,9,11,32,0,36540.21583428855
GIG2433,4885.2,115,5.0,0.15594438882429798,Rural,Delivery,42,Male,10,10,31,0,38720.94903364229
GIG2434,4680.0,117,4.85,0.06251113148598451,Semi-Urban,Ride-sharing,43,Male,8,11,24,0,38597.06416484069
GIG2435,6468.0,132,4.53,0.22459038622905347,Semi-Urban,Ride-sharing,48,Female,10,11,25,0,60345.26031586884
GIG2436,7203.6900000000005,131,4.99,0.065484227597376,Urban,Delivery,28,Male,11,10,36,1,65506.66602315041
GIG2437,4735.301449371521,116,5.0,0.05467726025446739,Rural,Freelancer,45,Male,10,10,45,0,47133.899005192165
GIG2438,7963.680568067568,124,4.52,0.30144246642182126,Urban,Freelancer,20,Female,11,10,41,0,75560.74046358801
GIG2439,5003.200000000001,106,5.0,0.02749429546072606,Rural,Ride-sharing,42,Male,12,10,39,0,39668.592764335284
GIG2440,7393.1,121,4.76,0.08835027215769045,Urban,Ride-sharing,58,Male,9,10,20,1,51314.19458223335
GIG2441,7869.420000000001,114,4.7,0.038425385216409515,Urban,Delivery,29,Male,9,11,30,0,54485.4134344824
GIG2442,10706.800000000001,142,4.8,0.015986146934646683,Urban,Ride-sharing,22,Male,10,11,43,0,87933.04626834748
GIG2443,4185.6,109,4.98,0.04287996770228442,Rural,Ride-sharing,37,Female,11,12,35,0,40006.53600905838
GIG2444,3990.0,95,4.76,0.06966764887089683,Semi-Urban,Ride-sharing,30,Female,8,12,33,0,31657.09272950679
GIG2445,8076.51,117,5.0,0.07640169365761729,Urban,Delivery,23,Male,9,10,34,0,67937.9405840991
GIG2446,6159.6,118,4.75,0.037760955941985946,Semi-Urban,Delivery,47,Male,12,11,22,0,54520.90609241062
GIG2447,4263.84,126,4.81,0.16377722630222358,Rural,Delivery,24,Male,12,11,40,0,39646.358138224336
GIG2448,3916.8,136,4.65,0.14493435617108277,Rural,Delivery,53,Male,11,9,30,0,45894.7143817358
GIG2449,4717.4400000000005,117,4.67,0.14669805523868384,Rural,Delivery,56,Male,8,11,34,0,48184.647607535546
GIG2450,2910.2400000000002,94,4.71,0.09419965726992577,Rural,Delivery,38,Male,10,11,26,0,18251.168858871653
GIG2451,4611.6,122,4.73,0.1982350677833762,Semi-Urban,Delivery,36,Female,12,9,20,0,35053.74520815183
GIG2452,5400.0,108,4.81,0.0953526348091843,Semi-Urban,Ride-sharing,54,Male,11,10,30,0,41708.57651501722
GIG2453,6626.88,96,4.9,0.053461739342811794,Urban,Delivery,56,Male,11,12,39,0,50583.67782918497
GIG2454,7475.0,125,4.75,0.06471176923325508,Urban,Ride-sharing,27,Male,8,11,42,0,59015.63508875025
GIG2455,5394.960000000001,127,4.43,0.13405091316969026,Rural,Delivery,42,Female,8,10,15,1,44713.38255262431
GIG2456,4008.9600000000005,116,4.85,0.04063805070852104,Rural,Delivery,47,Female,11,12,25,0,31768.516477064284
GIG2457,4815.0,107,5.0,0.044319528302858735,Semi-Urban,Delivery,53,Male,10,11,35,0,34617.064209480675
GIG2458,3676.2657300726223,110,4.44,0.17616166333069322,Rural,Freelancer,34,Female,8,9,25,1,43442.78402635485
GIG2459,6691.23,133,4.29,0.2706281679875859,Urban,Delivery,40,Male,12,12,32,0,56166.07989005634
GIG2460,6606.6,121,4.62,0.09999734421162527,Urban,Ride-sharing,40,Male,10,10,26,0,59856.82378055947
GIG2461,6123.6,126,4.87,0.06341183860212404,Semi-Urban,Delivery,58,Female,9,12,20,0,46890.54695469573
GIG2462,7600.3200000000015,116,4.83,0.09220879510047215,Urban,Delivery,30,Male,8,11,23,1,66176.68623506607
GIG2463,8622.239563723992,123,5.0,0.03431616160025531,Urban,Freelancer,58,Male,8,12,29,0,87281.1580871426
GIG2464,6348.0,138,5.0,0.03704390637497847,Semi-Urban,Ride-sharing,57,Male,9,12,36,0,53866.38039521762
GIG2465,4069.5134717141173,109,5.0,0.11924086143947045,Semi-Urban,Freelancer,49,Male,9,10,26,0,47551.45419111814
GIG2466,7098.0,105,4.74,0.1381227088650082,Urban,Ride-sharing,36,Female,9,9,28,0,50196.810042691024
GIG2467,5791.876170735879,96,4.35,0.11458688244398557,Urban,Freelancer,45,Female,12,12,33,0,74507.54338947844
GIG2468,8585.2,127,4.59,0.12568014342456704,Urban,Ride-sharing,55,Female,11,10,29,0,64768.20626054366
GIG2469,5699.200000000001,137,4.79,0.002275436709796929,Rural,Ride-sharing,50,Female,12,12,32,0,63673.75015079433
GIG2470,5356.8,124,4.48,0.13668801869123623,Semi-Urban,Delivery,52,Female,9,11,23,1,57962.16484100341
GIG2471,4812.8,128,4.81,0.05431235236780901,Rural,Ride-sharing,24,Male,9,12,29,0,45661.642333658405
GIG2472,4048.0,115,5.0,0.017315765386151163,Rural,Ride-sharing,55,Male,12,9,34,0,44542.109373509214
GIG2473,7710.617566078983,128,4.56,0.04475400402440455,Urban,Freelancer,58,Male,9,10,24,0,74667.18361311246
GIG2474,8365.5,130,5.0,0.03226381266336074,Urban,Delivery,33,Female,8,9,33,1,65978.04939116594
GIG2475,7104.240000000001,132,4.46,0.0963459621923954,Urban,Delivery,52,Male,10,10,25,1,60122.29638750181
GIG2476,3941.2799999999997,119,4.4,0.1571915096955962,Rural,Delivery,47,Male,9,9,44,0,41729.56618487984
GIG2477,4396.780370573367,126,4.6,0.16391869149119476,Rural,Freelancer,24,Female,12,11,41,0,43107.10159936518
GIG2478,7976.8,118,4.66,0.10010308529533408,Urban,Ride-sharing,31,Female,8,12,35,0,63264.41747746251
GIG2479,7068.230256116143,134,4.49,0.23407139378174355,Semi-Urban,Freelancer,35,Male,8,12,31,1,74445.2176189378
GIG2480,5110.56,104,4.79,0.14848136937718553,Urban,Delivery,42,Female,9,11,30,0,39630.124662810435
GIG2481,4216.320000000001,122,3.93,0.42292198790250024,Rural,Delivery,35,Female,12,9,33,1,44227.85001298036
GIG2482,5250.0,105,4.76,0.1321984128365757,Semi-Urban,Ride-sharing,53,Male,11,11,23,0,44230.37300252751
GIG2483,7468.57786418584,115,4.75,0.1711839229229049,Semi-Urban,Freelancer,58,Male,10,12,32,0,81658.34933007257
GIG2484,8889.66,131,4.5,0.287062047303885,Urban,Delivery,37,Female,8,10,27,0,77174.92183329837
GIG2485,10604.43749126473,126,4.41,0.2785024637833968,Urban,Freelancer,43,Male,9,12,33,0,107885.27823640317
GIG2486,4489.6,122,4.67,0.13344920740766453,Rural,Ride-sharing,54,Male,8,10,25,0,53498.77221503957
GIG2487,9510.800000000001,124,4.82,0.07444341707911337,Urban,Ride-sharing,59,Female,10,12,28,0,67643.27158410934
GIG2488,4928.0,112,4.29,0.23755345275893344,Semi-Urban,Ride-sharing,20,Male,12,12,20,2,50996.15851892524
GIG2489,7429.5,127,4.91,0.09496221802564168,Urban,Ride-sharing,45,Male,12,12,35,0,63329.696665962634
GIG2490,8779.68,134,4.73,0.08092439758877608,Urban,Delivery,54,Male,11,12,22,0,81441.55975849365
GIG2491,5386.5,133,4.85,0.061308585834356506,Semi-Urban,Delivery,41,Male,9,12,27,1,37918.212601837055
GIG2492,5556.6,126,4.29,0.27476280995683067,Semi-Urban,Delivery,50,Female,9,10,25,0,53609.15225101935
GIG2493,7480.2,137,4.64,0.035898387964576485,Urban,Ride-sharing,36,Male,8,9,30,0,61321.11430569888
GIG2494,3571.92,121,4.77,0.0935815300583062,Rural,Delivery,33,Male,10,12,21,0,41161.68750226964
GIG2495,6368.400000000001,122,4.78,0.10920158085696477,Semi-Urban,Delivery,47,Female,8,10,41,0,45595.297262483415
GIG2496,4710.400000000001,128,4.77,0.07014771332906361,Rural,Ride-sharing,37,Male,12,9,22,0,40073.058125202435
GIG2497,5103.900000000001,107,4.75,0.1592201106964236,Semi-Urban,Delivery,27,Male,10,12,31,0,42280.75370242906
GIG2498,7987.200000000001,128,4.72,0.13882775496629407,Urban,Ride-sharing,55,Male,10,11,28,0,53506.914030137195
GIG2499,5836.8,128,4.82,0.10590864493585297,Rural,Ride-sharing,53,Male,12,10,30,0,56726.57239513737
GIG2500,5320.0,133,4.89,0.09793434853007059,Semi-Urban,Ride-sharing,30,Female,11,9,22,0,49661.470113980584
GIG2501,3444.0,105,4.5,0.2813418798579818,Rural,Ride-sharing,32,Male,11,9,35,0,31959.42705305102
GIG2502,6160.05,117,5.0,0.05642306904409687,Urban,Delivery,33,Female,11,11,26,0,49096.13046624508
GIG2503,7043.400000000001,129,5.0,0.06076216270354456,Urban,Ride-sharing,29,Female,12,9,32,0,54019.40480072854
GIG2504,6048.900000000001,110,4.8,0.07483335301793709,Urban,Delivery,58,Female,8,10,30,0,49722.486036938746
GIG2505,3709.4400000000005,112,4.67,0.07802490907692158,Rural,Delivery,46,Male,8,9,32,1,29542.261370999084
GIG2506,8937.5,125,5.0,0.11110802203434904,Urban,Ride-sharing,28,Male,8,9,32,0,72861.4456328978
GIG2507,8287.5,125,4.58,0.11794958873650299,Urban,Ride-sharing,25,Male,11,11,37,0,62086.92479705546
